CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.49967333381343415,0.6514356215627349,0.15408837451963392,0.19898068246480088,0.4067713272697588,0.6086179026548656,0.3403162465826731,0.604898306767743,0.35416612517273427,0.6705832777558923,0.08001039573970709,0.09803154106510563,0.14610423854355126
0.4922281558430705,0.4333075923566772,0.004608483586533956,0.12048968956670825,0.11672012668353025,0.20614133879337562,0.7144603588925875,0.4369757387496573,0.010082292923189646,-0.0358338227492105,0.0706307778089543,0.06845419131243013,0.14500838565931268
0.49470988183319176,0.7866589016609552,-0.0897998685817397,0.10787367701780877,0.06717970123905044,0.38501981162070453,0.6069934330163355,0.612894619530509,-0.00089223831178645,0.20761389944010095,0.026859224980790544,0.22640968565852154,0.1458490171650203
0.49470988183319176,0.7013394511227925,-0.1212693193044976,0.11517067304420482,0.09594510956165161,0.6469490039750075,0.45415158288122154,0.6768651216326369,0.07463835901128432,0.5168583033021993,-0.0012796362656389533,0.3780721089888678,0.1470877541310863
0.4872647038628281,0.3689155542146676,-0.23534607817449493,0.029539548573917555,-0.2644215335909354,0.38501981162070453,0.813966771740969,0.628887245056041,-0.16744688881907072,0.29374773726629466,0.0034101764268386443,0.3673739482772915,0.1471584542190382
0.48230125188258566,0.1266405107053562,-0.2864839355989765,-0.026605265275509136,-0.5368938735355744,0.11670210237971117,1.2326897570069582,0.46896098980072126,-0.4179244252408781,-0.09086377469372316,0.004191814360355526,0.3573050586582105,0.14702183700978064
0.48230125188258566,0.08800528782015042,-0.31401970498138965,-0.061880777247186144,-0.7310603797131323,-0.055787853560927414,1.6315114597032712,0.3170310473081675,-0.5735045445131862,-0.6094612566055979,0.0088816121443345,0.2968917929618328,0.14619111897861345
0.4798195258924644,-0.06895030515099813,-0.31401970498138965,-0.07128627524913733,-0.7869931181181902,-0.055787853560927414,1.6044457154085114,0.30903473454540153,-0.5735045445131862,-0.6166390764244474,-0.011440892129877353,0.3780721089888678,0.1465282502390076
0.4785786628974038,-0.20497848572599353,-0.3415554743638028,-0.10247534851171722,-0.9899490546165429,-0.16439264063466283,2.0048595207103985,0.18109373034114576,-0.7200468145331612,-0.8798258031155949,-0.012222522609129288,0.36989112867146723,0.14634418156284548
0.474856073912222,-0.47622994639920924,-0.36122388106552644,-0.12278105139219471,-1.1425655265503436,-1.7295792778737908,2.4060693773150725,-1.8979475879780103,-0.8265643235785174,-1.1627515343085786,-0.024728677365325906,0.38310656580143887,0.1458971795668648
-2.0143150941793566,-0.47220544401533365,-0.38089228776725015,-0.13551365189296388,-1.2512348468801704,-0.3177170459152304,2.764292463569246,-0.026810401490769846,-0.9246895440324213,-1.2967375042604354,-0.030200127991320387,0.3900288839035679,0.14572184213542783
0.4760969369072826,-0.2951273391248071,-0.4044943758093186,-0.1405742724312356,-1.2983781549644333,-0.349659630348682,3.084305087289641,-0.07478827806736577,-0.9627776230243972,-1.3529637595080897,-0.0012796437199038993,0.28178849454230304,0.1453844256764145
0.4760969369072826,-0.34100666630098897,-0.37302492508656065,-0.12571560000636794,-1.1665367001525113,-0.23466632638825632,2.5119442005857504,0.08513797718795395,-0.8614245992660885,-1.2339315808455025,-0.018475603714344438,0.33087425641642565,0.14534147927371552
0.48106038888752506,-0.043998390370969385,-0.3218870676620791,-0.07391023073339184,-0.8029739005196352,0.17419875435992402,1.7206692056154211,0.35701261112199745,-0.5573655279911626,-0.6160409247728766,-0.026291953232328403,0.36800321936976155,0.14556023566382925
0.4922281558430705,0.5653112705477971,-0.18420822075001336,0.07678623091892715,-0.05906847973236585,0.6597260377483882,0.5942566121717426,0.5969019940049771,-0.09772633744392847,0.27341058111288785,-0.00909598578362292,0.31325372959059783,0.14552825683358092
0.49470988183319176,0.6224592043988306,-0.09373354992208444,0.12502237939269084,0.13429898732511986,0.3722427778473239,0.41275691513629487,0.5089425536145512,0.07205611636776053,0.09695584389950485,-0.016912335301606886,0.39317538340233615,0.1464899517012847
0.4885055668578887,0.24335107983774873,-0.1330703633255318,0.0237759519983503,-0.2907898245533198,0.26363799077358846,0.8553614394858957,0.4849536153262532,-0.2817111257949983,-0.30500206595606594,-0.00753271737088537,0.3365380083275532,0.14601692921671494
0.48602384086776745,0.0678827759007724,-0.2668155288972528,-0.0193211633643256,-0.49933903489217835,0.15503320369985307,1.2040319101066244,0.4369757387496573,-0.4986195078509964,-0.7578028661951538,-0.01691234275587183,0.3258398236099157,0.14533691796936168
0.4872647038628281,0.25220498508227507,-0.19600926477104758,-0.011570649263491039,-0.46018611800863785,0.21252985568006594,1.120446523313984,0.46096467703795524,-0.3966209234318068,-0.7733548091359943,-0.047396102894293926,0.5486136493421295,0.14737104559373124
0.49098729284800985,0.41157527948374895,-0.18814190209035808,0.053287203324289156,-0.15894836974139773,0.4808475649210593,0.6778419989643831,0.5969019940049771,-0.04672704523433367,-0.45035291728776783,-0.08569621627784188,0.7915253263307392,0.1488726814017075
0.5033959227986159,0.6868512425408403,0.2091599132844602,0.18815375299491624,0.3684174495062906,0.8705470950091686,0.107869266168854,0.7248429982092328,0.45293690628751915,0.11789115170448249,-0.09507583048144655,0.9104638764035805,0.15003829670483262
0.49470988183319176,0.4904555262077108,-0.12520300064484233,0.10245275645220055,0.04560564499709955,0.7236112066152913,0.42151347946695245,0.7088503726837009,0.23667408489240196,-0.09804159451257265,-0.08491457089009131,0.8764814129490127,0.1501808011408108
0.49470988183319176,0.431697791403127,-0.06226409919932655,0.08587323048928008,-0.021513641088969866,0.7811078585955042,0.4875857375982777,0.7488319364975308,0.09271405751595084,-0.07291922514659947,-0.041924652268305725,0.6587420440293702,0.14947280415783712
0.5033959227986159,0.7254864654260461,0.15408837451963392,0.17591437525426476,0.3244702979023165,1.10053370293002,0.18667834514477213,0.7808171875485947,0.4232411158869956,0.27939209762859574,-0.03957974592206068,0.5700099947713181,0.14816738298800775
0.5269723197047674,1.3621627425551666,0.7716763449537575,0.480697889394673,1.2793220463886612,1.3432973446242522,-0.4804126465907773,0.9087581917528504,1.363822998790535,1.0079408092418178,-0.021602147994084483,0.4831659748453283,0.14776127161271962
0.5530304426010403,1.9891802139629857,1.3774632713668469,0.6879569465569049,1.8202715306775779,1.9949260670666644,-0.7868923981637923,1.0766807597709362,2.00809253834972,1.7149560613984913,-0.04348792068105266,0.6121734865554591,0.14862316013037388
0.5431035386405554,1.5529241555508702,1.1414423909461626,0.5823764757723742,1.5525934254533724,1.7904935266925743,-0.6579320871122899,1.0207065704315743,1.643350764951985,1.5947275794327624,-0.043487928135301945,0.5731565662882953,0.14799120927931433
0.515804552749222,0.4993094314522371,0.3389713975158365,0.22733864854933636,0.5050531390386461,1.081368152269949,0.025079930679000613,0.7888135003113608,0.3916086435038292,0.7118557417142768,-0.0599022576505187,0.4781315420387932,0.14556662274255094
0.48602384086776745,-0.6219169326955061,-0.19600926477104758,-0.027677495606403268,-0.5424871473760802,0.14864468681316276,1.196867448381541,0.3810015494102954,-0.5741501051740672,-0.3977155719495383,-0.08960437985545518,0.463657538717795,0.14381958957351096
0.4798195258924644,-0.7885313313879561,-0.3336881116831133,-0.09279869678144069,-0.9236288076505458,-0.15161560686128217,1.9586885451487495,0.12511954100178388,-0.7813750773168511,-1.041924900691279,-0.0872594846905888,0.3988391353134637,0.14297934972283433
0.4885055668578887,-0.2492480119486252,-0.21961135281311597,0.008581031571901463,-0.3619043062397505,0.32752315964049167,0.968400724481657,0.47695730256348723,-0.46440479282430625,-0.41087490828409573,-0.08491456716296508,0.3409431460355319,0.14223282432385445
0.49098729284800985,-0.3667634815577928,-0.22747871549380544,0.02499270183839756,-0.285196550712814,0.39779684539408516,0.9484994419119808,0.5809093684794451,-0.45601250423285394,-0.37259320258356515,-0.10367381047867931,0.36989112867146723,0.14179139259928658
0.48478297787270686,-0.5470611883554198,-0.278616572918287,-0.04583409618272219,-0.6399699200248953,0.07198248417287895,1.4205578644647026,0.4289794259868913,-0.649035141836257,-0.7075581274632075,-0.12243305379439043,0.4233820282535683,0.14168377531628445
0.47733779990234315,-0.8658017771583677,-0.353356518384837,-0.11732246638114388,-1.099417414066442,-1.7295792778737908,2.3272602983391546,-1.8979475879780103,-0.9498664098067783,-1.1370310132910346,-0.12712286275975432,0.43533882717432976,0.14163317631075856
-2.0143150941793566,-1.0517337872934207,-0.3966270131286291,-0.14263207985102286,-1.3183541329662398,-0.3177170459152304,3.0039039057081487,-0.04280302701630182,-1.0873708305744199,-1.443284658895279,-0.15448008607269823,0.5265880568265323,0.14158719436771394
0.474856073912222,-0.9994152563030377,-0.4084280571496633,-0.14408143619449745,-1.3327368371275403,-0.26022039393501756,3.009476264827658,0.053152726136890004,-1.0331437350604205,-1.4193585928324473,-0.1490086429009624,0.5033037540835154,0.1415372246944436
0.47733779990234315,-0.7426520042117742,-0.36909124374621594,-0.11855495944191059,-1.1090058835073089,-0.09411895488106932,2.3415892217893215,0.2690531707315716,-0.8575512353008028,-1.1980424817512552,-0.13415757807136638,0.45233005890162614,0.14154215669200057
0.48478297787270686,-0.21624709240084525,-0.30615234230070015,-0.038662845426245325,-0.6008170031413548,0.24447244011351751,1.3934921201699426,0.5329314919028492,-0.5012017504945202,-0.5717777025566382,-0.14353719972922352,0.5058210064958748,0.1418206702766587
0.522008867724525,1.3822852544745445,0.3586398042175602,0.3880200415576576,1.0140410585246726,1.5093987836782004,-0.16836053589825298,0.8287950641251907,0.891918155686563,0.9882018047399816,-0.11617997268915341,0.4573644917081361,0.14244235814047243
-2.0143150941793566,1.2454521734227741,-1.2227000946010236,0.5209753514812367,1.3895894449586323,-1.7295792778737908,-0.5799190594391588,-1.8979475879780103,1.2992669327024404,1.436815543418074,-0.0567757170978986,0.2824177656347731,0.14265061665593304
0.5058776487887372,0.6200445029685052,0.38224189225962857,0.26675359619810596,0.6368945938505682,0.7427767572753623,-0.11900535512545576,0.6768651216326369,0.4051654173823291,0.5976087762642559,0.06828587146273113,-0.08132034672229682,0.14183160682470963
0.5009141968084948,0.338329336097213,0.21702727596514967,0.19152265247009675,0.3804030363073744,0.9280437469893814,0.06249434190999205,0.8447876896507226,0.11208087734237923,0.4289300105212932,0.10267781381440705,-0.16438854804495104,0.14157193364928627
0.4934690188381311,0.15642182834603569,0.012475846267223428,0.14663158903311838,0.21660001669256213,0.4616820142609883,0.27105978324019964,0.604898306767743,-0.04608148457345272,-0.06753586028246236,0.12456359395559012,-0.21347430991907362,0.14140986466235464
0.49843247081837355,0.3021088146423325,0.11475156111618656,0.17238733395818265,0.3116856719811605,0.5702868013347238,0.18508624253919803,0.628887245056041,0.0978785428029984,-0.010113301731666538,0.15817389837378037,-0.26444800510096306,0.1416351193958938
0.5009141968084948,0.4164046823443997,0.2288283199861839,0.22850999742688458,0.5090483346390074,0.5894523519947947,-0.00198581361575915,0.6848614343954029,0.27217992124085405,0.1759118619068491,0.1636453564540398,-0.2329827460465819,0.14264944470697669
0.5033959227986159,0.6280935077362565,0.29176722143169964,0.2713924896333355,0.6520763371319411,0.7619423079354333,-0.08795935431676075,0.7088503726837009,0.47811377206187605,0.3637314805000771,0.14957591092231085,-0.20025892080122432,0.14281689867965913
0.5021550598035553,0.4872359243006103,0.21309359462480496,0.22453331661499312,0.49546466959777913,0.6852801052951495,0.014731263742768938,0.660872496107105,0.2644331933102827,0.2991311021304318,0.15113917188078344,-0.1964830781917772,0.14297881191295458
0.4971916078233129,0.3745498575520934,0.0872157917337734,0.19445304612399444,0.3907905448683137,0.5064016324678206,0.17951388341968866,0.652876183344339,0.1417766677429028,0.015607219285877424,0.18240458486124916,-0.2675945286057925,0.1426113352541279
0.515804552749222,1.1327661066742571,0.480583925768247,0.43305022666456133,1.1450834742165223,0.8641585781224783,-0.4366298249374895,0.8927655662273185,0.916449460800039,1.010333415848101,0.12847176126034843,-0.13669913160001718,0.14334893670896526
0.5133228267591009,1.1834748367110899,0.5159870578313497,0.39941167936965616,1.0476007015677073,0.8386045105757169,-0.40876802933994266,0.8607803151762545,0.7537681742580403,1.1018506185384318,0.10502271270639653,-0.03915690295030344,0.1444297399148293
0.5493078536158584,2.2065033426922684,1.4836726675561547,0.8521213808366581,2.2102026212728383,1.7202198409389808,-1.0360564559361396,1.0606881342454042,2.1572170510132187,2.151606767045168,0.0573429851192408,0.13956564172644542,0.14576628919874718
0.522008867724525,1.4168959749758747,0.8739520598027206,0.4583856395019116,1.2169969950230253,1.2985777264174199,-0.628478188909169,0.8927655662273185,0.9958534220883953,1.5301272010631173,0.034675567044540834,0.21067704412828778,0.1459638502932579
0.5108411007689796,1.0490564570896446,0.4097776616420417,0.27605196284761,0.6672580804133139,1.1644188717969233,-0.3514523355392749,0.8128024385996587,0.4342156471219717,1.2053308542601784,-0.0020612667448908894,0.3560464684611226,0.14665532318675234
0.5344174976751311,1.6728543265903633,1.0076972253744416,0.5127205812007377,1.3672163495966092,1.4646791654713682,-0.6650965488373733,0.7728208747858287,1.3095959032765356,1.6025035509031829,-0.04270629020180383,0.494493454661497,0.14676040167976961
0.5009141968084948,0.3922576680411461,0.043945296989981314,0.12812962342965373,0.1462845741262037,0.7811078585955042,0.0417970080375287,0.604898306767743,-0.029296907390548108,0.7130520450174184,-0.04974099433203724,0.48190738464824046,0.14617191609911048
0.49098729284800985,0.12422580927503085,-0.17240717672897915,0.05661082468571494,-0.14456566558009715,0.43612794671422705,0.38807932474989626,0.47695730256348723,-0.23652187953333204,0.3756945135314929,-0.059120627171269875,0.4762436807492605,0.14557858400872364
0.4872647038628281,0.08398078543627481,-0.2668155288972528,-0.006747092039701797,-0.4362149444064702,0.07837100105956926,0.722420871920458,0.35701261112199745,-0.491518340581306,0.13284494299375224,-0.07006351351474771,0.476872903829583,0.14501273023515765
0.4885055668578887,0.045345562551069016,-0.2550144848762186,-0.006099473065939652,-0.4330187879261812,-1.7295792778737908,0.7295853336455415,-1.8979475879780103,-0.45213914026756824,0.019794280846872955,-0.10132890785955735,0.5674928143771677,0.14473072932267675
-2.0143150941793566,-0.03433958464966794,-0.21567767147277125,0.01945611201881877,-0.31076580255512615,0.24447244011351751,0.5823158426299369,0.3650089238847634,-0.36950737567480707,0.010223854421740317,-0.12634122855338242,0.6568541107216033,0.144678642594698
0.4798195258924644,-0.5776474064728745,-0.31795338632173437,-0.09494026441038472,-0.9380115118118464,-0.055787853560927414,1.4993669434406207,0.2210752941549757,-0.7245657391593278,-0.40190263351053385,-0.08569621255071565,0.46806267642577354,0.14408008930079172
0.48230125188258566,-0.18727067523694088,-0.3297544303427686,-0.08449560707461025,-0.8692941474856324,-0.11328450554114028,1.4547880704845457,0.18109373034114576,-0.7419958770031133,-0.3642190794615741,-0.12008814744814539,0.5662342241801049,0.14375803900755307
